시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
죽산시장,5일장,경기도 안성시 죽산면 중서길 8-9,경기도 안성시 죽산면 죽산리 439-3,5일+10일,37.0759880688,127.4233890967,103,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2010,031-675-7123,2024-07-22,B553077,소상공인시장진흥공단
마전시장,5일장,충청남도 금산군 추부면 마전1길 38,충청남도 금산군 추부면 마전리 547-1,4일+9일,36.1906064467,127.4669756886,15,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1965,,2024-07-22,B553077,소상공인시장진흥공단
부여 새시장,5일장,충청남도 부여군 부여읍 부여로 12,충청남도 부여군 부여읍 구아리 395-7,5일+10일,36.2809907134,126.9096483681,70,농산물+가공식품+의류+신발+가정용품+음식점,,,N,N,1916,,2024-07-22,B553077,소상공인시장진흥공단
홍산시장,5일장,충청남도 부여군 홍산면 홍산시장로 45-10,충청남도 부여군 홍산면 남촌리 134-2,2일+7일,36.2139422138,126.7576013690,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1928,,2024-07-22,B553077,소상공인시장진흥공단
광시시장,5일장,충청남도 예산군 광시면 예당로 165-22,충청남도 예산군 광시면 광시리 87-1,3일+8일,36.5491184256,126.7744243969,10,농산물+축산물,,,Y,Y,1925,041-332-1190,2024-07-22,B553077,소상공인시장진흥공단
덕산시장,5일장,충청남도 예산군 덕산면 읍내서길 2-1,충청남도 예산군 덕산면 읍내리 356-4,4일+9일,36.7049773028,126.6681572834,53,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1887,,2024-07-22,B553077,소상공인시장진흥공단
예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-1,5일+10일,36.6772347081,126.8494507914,,농산물+축산물+수산물+의류+신발+잡화,,,Y,Y,1926,041-333-3318,2024-07-22,B553077,소상공인시장진흥공단
갈산전통시장,5일장,충청남도 홍성군 갈산면 상촌로 29,충청남도 홍성군 갈산면 상촌리 240-16,3일+8일,36.6036979103,126.5505542653,51,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1943,,2024-07-22,B553077,소상공인시장진흥공단
광천문화시장,5일장,충청남도 홍성군 광천읍 광천로323번길 15-1 일원,충청남도 홍성군 광천읍 광천리 185-27,4일+9일,36.5023253534,126.6250108147,157,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1926,041-641-4163,2024-07-22,B553077,소상공인시장진흥공단
기계시장,5일장,경상북도 포항시 북구 기계면 새마을발상지길 7,경상북도 포항시 북구 기계면 현내리 403,2일+7일,36.0699609886,129.2045021821,8,농산물+음식점,,,Y,N,1923,,2024-07-22,B553077,소상공인시장진흥공단
청하시장,5일장,경상북도 포항시 북구 청하면 청하로 200번길 4,경상북도 포항시 북구 청하면 미남리 382-3,1일+6일,36.1970746562,129.3396614251,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
진례전통시장,5일장,경상남도 김해시 진례면 송현로 6-1,경상남도 김해시 진례면 송정리 239-3,5일+10일,35.2486830214,128.7489253489,,농산물+축산물+수산물+가공식품+의류+신발,,,Y,Y,1957,,2024-07-22,B553077,소상공인시장진흥공단
남면공설시장,5일장,경상남도 남해군 남면 남서대로 785-4,경상남도 남해군 남면 당항리 1381-5,4일+9일,34.7709471527,127.8853542402,18,농산물+축산물+수산물+음식점,,,Y,Y,1961,,2024-07-22,B553077,소상공인시장진흥공단
무안시장(무안임시시장),5일장,경상남도 밀양시 무안면 사명로510-1,경상남도 밀양시 무안면 무안리 814-2,1일+6일,35.4701921767,128.6520425060,18,농산물,,,Y,Y,1939,,2024-07-22,B553077,소상공인시장진흥공단
송백시장,5일장,경상남도 밀양시 산내면 산내로 346-1,경상남도 밀양시 산내면 송백리 1319-13,5일+10일,35.5862996241,128.8817019179,5,농산물+가공식품,,,Y,Y,1957,,2024-07-22,B553077,소상공인시장진흥공단
송지시장,5일장,경상남도 밀양시 삼랑진읍 외송3길 8-1,경상남도 밀양시 삼랑진읍 송지리359의15,4일+9일,35.3968678540,128.8371956907,55,농산물+수산물+가정용품,,,Y,Y,1951,,2024-07-22,B553077,소상공인시장진흥공단
곤양종합시장,5일장,경상남도 사천시 곤양면 남산로 65,경상남도 사천시 곤양면 남문외리 48-4,5일+10일,35.0565328931,127.9633463636,40,수산물+음식점,,,Y,Y,2020,,2024-07-22,B553077,소상공인시장진흥공단
완사시장,5일장,경상남도 사천시 완사2길 12,경상남도 사천시 정곡리 842,1일+6일,33.51011318,126.5240359,45,농산물+음식점,,http://youtu.be/5sewomvnbsv,Y,Y,1997,055-855-1009,2024-07-22,B553077,소상공인시장진흥공단
단성시장,5일장,경상남도 산청군 단성면 목화로 968번길 17,경상남도 산천군 단성면 성내리 178,5일+10일,35.2979225764,127.9580609397,44,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,,2024-07-22,B553077,소상공인시장진흥공단
생초시장,5일장,경상남도 산청군 생초로 35-30,경상남도 산청군 생초면 어서리 259-14,3일+8일,35.4924257860,127.8360227482,23,농산물+수산물+가공식품+음식점,,,Y,Y,1952,,2024-07-22,B553077,소상공인시장진흥공단
덕산시장,5일장,경상남도 산청군 시천면 남명로 188-5 덕산시장,경상남도 산청군 시천면 사리 931-3,4일+9일,35.2770329535,127.8377440896,30,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1958,,2024-07-22,B553077,소상공인시장진흥공단
단계시장,5일장,경상남도 신등면 신차로 500-3,경상남도 산청군 신동면 단계리 784,4일+9일,32.52205089,123.7417667,26,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1952,,2024-07-22,B553077,소상공인시장진흥공단
석계시장,5일장,경상남도 양산시 상북면 삼계4길 2,경상남도 양산시 상북면 석계리 34-9,4일+9일,35.4195733575,129.0639378157,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1954,,2024-07-22,B553077,소상공인시장진흥공단
금곡시장,5일장,경상남도 진주시 금곡면 구암두문로 1021-9,경상남도 진주시 금곡면 두문리 639-1,1일+6일,35.0907504701,128.1862309327,,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,,2024-07-22,B553077,소상공인시장진흥공단
대곡시장,5일장,경상남도 진주시 대곡면 진의로 1079번길 6,경상남도 진주시 대곡면 광석리 321,1일+6일,35.2637006163,128.1685559423,9,농산물+수산물+의류+신발+가정용품+음식점,,,Y,N,1962,,2024-07-22,B553077,소상공인시장진흥공단
문산시장,5일장,경상남도 진주시 문산읍 소문길 68,경상남도 진주시 문산읍 소문리 112-6,4일+9일,35.1704650612,128.1691573907,8,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1934,,2024-07-22,B553077,소상공인시장진흥공단
새서부시장,5일장,경상남도 진주시 진주대로1175번길16-1,경상남도 진주시 봉곡동28-5,2일+7일,35.1949434224,128.0759351942,166,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,N,,055-748-0158,2024-07-22,B553077,소상공인시장진흥공단
남지시장,5일장,경상남도 창녕군 남지읍 본동길4,경상남도 창녕군 남지읍 남지리 531,2일+7일,35.3891163645,128.4824932624,30,농산물+신발+가정용품+음식점,,,Y,Y,1956,,2024-07-22,B553077,소상공인시장진흥공단
영산시장,5일장,경상남도 창녕군 영산면 신영산로56,경상남도 창녕군 영산면 성내리 516-4,5일+10일,35.4570419209,128.5325980911,50,농산물+축산물+수산물,,,Y,Y,1957,055-521-0239,2024-07-22,B553077,소상공인시장진흥공단
마천시장,5일장,경상남도 창원시 진해구 웅동로 57번가길 7,경상남도 창원시 진해구 마천동 134-6,5일+10일,35.1255738198,128.7822328829,24,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1958,,2024-07-22,B553077,소상공인시장진흥공단
웅천시장,5일장,경상남도 창원시 진해구 웅천중로56번길 8,경상남도 창원시 진해구 성내동 327,4일+9일,35.1110190324,128.7509026048,,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1958,,2024-07-22,B553077,소상공인시장진흥공단
계천공설시장(계천시장),5일장,경상남도 하동군 금남면 섬진강대로 977-17,경상남도 하동군 금남면 계천리 355-3,5일+10일,34.9959880658,127.8094993576,35,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,,2024-07-22,B553077,소상공인시장진흥공단
북천공설시장,5일장,경상남도 하동군 경서대로 2427-14,경상남도 하동군 북천면 직전리 597-1,4일+9일,35.1137210963,127.8919907974,20,농산물+수산물+의류+음식점+미용실 철물,,,Y,Y,1949,,2024-07-22,B553077,소상공인시장진흥공단
옥종공설시장,5일장,경상남도 하동군 옥종면 옥종사장길 5,경상남도 하동군 옥종면 청룡리,3일+8일,36.54191394,128.4644311,36,농산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1953,,2024-07-22,B553077,소상공인시장진흥공단
군북공설시장,5일장,경상남도 함안군 군북면 중암8길 27,경상남도 함안군 군북면 중암리83-16,4일+9일,35.2610484192,128.3469461454,20,농산물+축산물+수산물+가공식품+의류,,,Y,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
순창시장,5일장,전북특별자치도 순창군 순창읍 남계로 58,전북특별자치도 순창군 순창읍 남계리 800,1일+6일,35.3718698934,127.1450593651,181,농산물+수산물,,,Y,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
여산시장,5일장,전북특별자치도 익산시 서촌2길 22-1,전북특별자치도 익산시 여산면 여산리 412-4,1일+6일,36.0589873303,127.0836879306,10,농산물,,,Y,Y,1963,,2024-07-22,B553077,소상공인시장진흥공단
강진시장,5일장,전북특별자치도 임실군 강진면 호국로 14-12,전북특별자치도 임실군 강진면 갈담리 515-4,2일+7일,35.5290690209,127.1610379984,59,수산물+가정용품+음식점,,,Y,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
관촌시장,5일장,전북특별자치도 임실군 관촌면 사선1길 70-3,전북특별자치도 임실군 관촌면 관촌리 580-1 586,5일+10일,35.6787805291,127.2676801140,40,농산물+가공식품+음식점,,,Y,Y,1977,,2024-07-22,B553077,소상공인시장진흥공단
장계시장,5일장,전북특별자치도 장수군 장계면 시장천변길 36,전북특별자치도 장수군 장계면 장계리 464-1,3일+8일,35.7294384100,127.5822721000,39,농산물+수산물+가공식품+의류+신발+가정용품+음식점+채소모종,,,Y,Y,1931,,2024-07-22,B553077,소상공인시장진흥공단
장수시장,5일장,전북특별자치도 장수군 장수읍 시장로 11,전북특별자치도 장수군 장수읍 장수리 460-2,5일+10일,35.6491024500,127.5174723000,33,농산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1977,063-352-2005,2024-07-22,B553077,소상공인시장진흥공단
서면시장,5일장,경상북도 경주시 서면 내서로 401-5,경상북도 경주시 서면 아화리 240-2,5일+10일,35.8950632555,129.0480430849,17,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1929,,2024-07-22,B553077,소상공인시장진흥공단
양남시장,5일장,경상북도 경주시 하서중앙길 56-28,경상북도 경주시 하서리 1502,4일+9일,35.20618422,128.5735136,92,가공식품+음식점,,,Y,Y,1943,054-744-2008,2024-07-22,B553077,소상공인시장진흥공단
해평공설시장,5일장,경상북도 구미시 해평면 해평시장3길,경상북도 구미시 해평면 낙성리 138,4일+9일,35.23514103,128.6710811,85,농산물+의류+음식점,,,Y,Y,1959,,2024-07-22,B553077,소상공인시장진흥공단
의흥시장,5일장,대구광역시 군위군 의흥면 읍내5길 7,대구광역시 군위군 의흥면 읍내리 594-1,5일+10일,36.1742530418,128.7163049657,21,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1954,,2024-07-22,B553077,소상공인시장진흥공단
문경전통시장,5일장,경상북도 문경시 문경읍 문희로 41-15,경상북도 문경시 문경읍 하리 88-2,2일+7일,36.7355832970,128.1074788575,66,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
풍산공설시장,5일장,경상북도 안동시 풍산읍 하리들길 7-1,경상북도 안동시 풍산읍 하리리 234-6,3일+8일,36.5772086596,128.5765747942,35,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1917,,2024-07-22,B553077,소상공인시장진흥공단
구담공설시장,5일장,경상북도 안동시 풍천면 섬마길 7-9,경상북도 안동시 풍천면 구담리 494-1,4일+9일,36.5417520650,128.4647058704,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,,2024-07-22,B553077,소상공인시장진흥공단
남정시장,5일장,경상북도 영덕군 남정면 진불1길 31-3,경상북도 영덕군 남정면 장사리365,2일+7일,36.2855480179,129.3728808442,20,농산물+수산물+가공식품,,,Y,Y,1986,,2024-07-22,B553077,소상공인시장진흥공단
풍양시장,5일장,경상북도 예천군 풍양면 낙상2길 37-13,경상북도 예천군 풍양면 낙상리 157-7,3일+8일,36.5092727448,128.2998052425,35,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1928,,2024-07-22,B553077,소상공인시장진흥공단
척산시장,5일장,경상북도 울진군 기성면 척산길 51-25,경상북도 울진군 기성면 척산리 211-14,1일+6일,36.7969353832,129.4512927507,20,농산물+수산물+가공식품+음식점,,,Y,N,1965,,2024-07-22,B553077,소상공인시장진흥공단
매화시장,5일장,경상북도 울진군 매화면 매화2길 36-14,경상북도 울진군 매화면 매화리 1180-1,3일+8일,36.9098103540,129.3799153834,12,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,1965,,2024-07-22,B553077,소상공인시장진흥공단
금성시장,5일장,경상북도 의성군 금성면 탑리길56-1,경상북도 의성군 금성면 대리리 66-7,1일+6일,36.2561774196,128.6814155205,70,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1961,,2024-07-22,B553077,소상공인시장진흥공단
단촌정기시장,5일장,경상북도 의성군 단촌면 장터길15,경상북도 의성군 단촌면 하화리 1097-9,5일+10일,36.4225423220,128.6739013264,45,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,N,1947,,2024-07-22,B553077,소상공인시장진흥공단
봉양시장,5일장,경상북도 의성군 봉양면 도리원6길 9-1,경상북도 의성군 봉양면 화전리 94-5,5일+10일,36.2992611050,128.5815924977,44,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1921,,2024-07-22,B553077,소상공인시장진흥공단
동곡공설시장,5일장,경상북도 청도군 금천면 금천로 41-2,경상북도 청도군 금천면 동곡리 776,1일+6일,35.6920618348,128.8910765857,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1930,,2024-07-22,B553077,소상공인시장진흥공단
이서공설시장,5일장,경상북도 청도군 이서면 학산1길51,경상북도 청도군 이서면 학산리 579-2,3일+8일,35.6627071435,128.6664330291,33,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1948,,2024-07-22,B553077,소상공인시장진흥공단
청도공설시장,5일장,경상북도 청도군 청도읍 청도시장1길 21,경상북도 청도군 청도읍 고수리 778 외,4일+9일,35.6439430470,128.7460380345,115,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1912,054-371-0510,2024-07-22,B553077,소상공인시장진흥공단
풍각공설시장,5일장,경상북도 청도군 청도군 풍각면 송서7길 5,경상북도 청도군 청도군 풍각면 송서리 572-2,1일+6일,35.16843478,129.0285082,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1925,,2024-07-22,B553077,소상공인시장진흥공단
부남시장,5일장,경상북도 청송군 부남면 대전로142,경상북도 청송군 부남면 대전리 64-16,3일+8일,36.3465061299,129.0644423672,53,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1921,,2024-07-22,B553077,소상공인시장진흥공단
화목시장,5일장,경상북도 청송군 현서면 구산북로57-1,경상북도 청송군 현서면 구산리 100-14,1일+6일,36.2753231938,128.8973600060,15,농산물+수산물+의류+신발+가정용품,,,Y,Y,1940,,2024-07-22,B553077,소상공인시장진흥공단
양동복개상가,상설장,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,매일,35.1535989495,126.9039281995,268,의류+신발+가정용품+음식점+가구,,,Y,Y,1971,062-362-0121,2024-07-22,B553077,소상공인시장진흥공단
양동수산전통시장,상설장,광주광역시 서구 천변좌로 246번길 16,광주광역시 서구 양동 5-254,매일,35.1532354140,126.9016600227,165,축산물+수산물+가공식품+음식점,,,Y,Y,2005,062-364-3370,2024-07-22,B553077,소상공인시장진흥공단
양동산업용품시장,상설장,광주광역시 서구 독립로 205,광주광역시 서구 양동 62의 1,매일,35.1511713485,126.9066220099,151,톱.기계,,,Y,Y,2008,062-364-3370,2024-07-22,B553077,소상공인시장진흥공단
양동경열로시장,상설장,광주광역시 서구 경열로 140-1,광주광역시 서구 양동 307-28,매일,35.1536683961,126.9008474708,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://yangdonggyeongyeolro.modoo.at/,Y,Y,2012,062-363-9277,2024-07-22,B553077,소상공인시장진흥공단
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1,광주광역시 서구 화정동783의5,매일,35.1530408620,126.8792821152,119,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,2012,062-369-3338,2024-07-22,B553077,소상공인시장진흥공단
강진읍시장,상설장+5일장,전라남도 강진군 강진읍 동성리 시장길 19,전라남도 강진군 강진읍 동성리 187-5,4일+9일,34.6401608600,126.7743152000,93,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1935,061-430-5513,2024-07-22,B553077,소상공인시장진흥공단
마량5일시장,상설장+5일장,전라남도 강진군 마량면 마량5길 11,전라남도 강진군 마량면 마량리 987-11,3일+8일,34.4509558116,126.8165815082,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+악세서리,,,Y,Y,1979,,2024-07-22,B553077,소상공인시장진흥공단
병영5일시장,상설장+5일장,전라남도 강진군 병영면 남삼인길 6,전라남도 강진군 병영면 삼인리 318,3일+8일,34.7138021951,126.8155550255,8,농산물+수산물+의류+가정용품+음식점,,,Y,Y,1932,,2024-07-22,B553077,소상공인시장진흥공단
고흥전통시장,상설장+5일장,전라남도 고흥군 고흥읍 시장길 1,전라남도 고흥군 고흥읍 남계리 628,4일+9일,34.6083569398,127.2866004926,170,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1915,061-833-3203,2024-07-22,B553077,소상공인시장진흥공단
녹동전통시장,상설장+5일장,전라남도 고흥군 도양읍 녹동남촌1길 24,전라남도 고흥군 도양읍 봉암리 2699-70,3일+8일,34.5278772452,127.1383370943,65,농산물+축산물+수산물,,,Y,Y,1947,,2024-07-22,B553077,소상공인시장진흥공단
광영상설시장,상설장,전라남도 광양시 광영동 광영시장길 19,전라남도 광양시 광영동 682 A동 682-1 B동,매일,36.35029604,128.6956975,42,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1987,061-793-6366,2024-07-22,B553077,소상공인시장진흥공단
중마시장,상설장,전라남도 광양시 중마중앙로 88,전라남도 광양시 중동 1732-3,매일,34.9382031172,127.6988496391,80,농산물+축산물+수산물+가공식품+음식점,,https://jungmamarket.modoo.at/,Y,Y,1994,061-795-3484,2024-07-22,B553077,소상공인시장진흥공단
구례상설시장,상설장,전라남도 구례군 구례읍 구례1길 45-6,전라남도 구례군 구례읍 봉동리 378-1,매일,35.2096244626,127.4657567332,43,농산물+축산물+수산물+가공식품,,,Y,Y,1976,061-782-2745,2024-07-22,B553077,소상공인시장진흥공단
지리산나들이장터,상설장,전라남도 구례군 산동면 지리산온천로 126,전라남도 구례군 산동면 원촌리 38,매일,35.3114706445,127.4444997204,21,농산물+가공식품+음식점+체험활동,,,Y,Y,2014,061-781-5051,2024-07-22,B553077,소상공인시장진흥공단
나주목사고을시장,상설장+5일장,전라남도 나주시 청동길 14,전라남도 나주시 삼도동 1388-2,4일+9일,35.0362461893,126.7237674788,133,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2012,061-334-8249,2024-07-22,B553077,소상공인시장진흥공단
목포종합수산시장,상설장,전라남도 목포시 해안로 265-4,전라남도 목포시 광동1가 4-13,매일,34.7877703443,126.3898731547,140,수산물+가공식품+음식점,,,Y,Y,1989,061-245-5096,2024-07-22,B553077,소상공인시장진흥공단
중앙식료시장,상설장,전라남도 목포시 삼일로13번길 18-2,전라남도 목포시 남교동 88-29,매일,34.7940457345,126.3817906041,78,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1968,061-244-1555,2024-07-22,B553077,소상공인시장진흥공단
자유시장,상설장,전라남도 목포시 자유로 122,전라남도 목포시 산정동 1383,매일,34.7929643582,126.4030678460,168,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1999,061-245-1615,2024-07-22,B553077,소상공인시장진흥공단
신중앙시장,상설장,전라남도 목포시 원산중앙로 51,전라남도 목포시 산정동 1732,매일,34.8102550348,126.3775244488,101,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1998,061-273-1732,2024-07-22,B553077,소상공인시장진흥공단
청호시장,상설장,전라남도 목포시 석현로 28,전라남도 목포시 석현동 1171,매일,34.8153813700,126.4245930000,202,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1999,063-284-4389,2024-07-22,B553077,소상공인시장진흥공단
항동시장,상설장,전라남도 목포시 수강로12번길 2,전라남도 목포시 수강동1가 1,매일,34.7860088600,126.3856122000,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,,2024-07-22,B553077,소상공인시장진흥공단
동부시장,상설장,전라남도 목포시 영산로257번길 15,전라남도 목포시 용당동 1053,매일,34.8043942946,126.3930607741,268,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http www.mokpodongbu.com,Y,Y,1972,061-276-5787,2024-07-22,B553077,소상공인시장진흥공단
무안전통시장,상설장+5일장,전라남도 무안군 무안읍 승달로 11,전라남도 무안군 무안읍 성내리 21-6,4일+9일,34.9934870112,126.4724274855,65,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2016,061-453-5714,2024-07-22,B553077,소상공인시장진흥공단
일로전통시장,상설장+5일장,전라남도 무안군 시장길 11-22,전라남도 무안군 일로읍 월암리 111-9,1일+6일,34.8475350800,126.4943346000,56,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,,2024-07-22,B553077,소상공인시장진흥공단
벌교매일시장,상설장,전라남도 보성군 벌교읍 시장2길 10-41,전라남도 보성군 벌교읍 벌교리 887-22,매일,34.8430148899,127.3459933343,85,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2013,061-857-7788,2024-07-22,B553077,소상공인시장진흥공단
언양알프스시장,상설장+5일장,울산광역시 울주군 언양읍 장터1길 12-1,울산광역시 울주군 언양읍 남부리 124-2 매일시장상가,2일+7일,35.5637023046,129.1252897245,173,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,2011,051-254-5728,2024-07-22,B553077,소상공인시장진흥공단
덕신2차시장,상설장+5일장,울산광역시 울주군 온산읍 신온7길 69,울산광역시 울주군 덕신리429,5일+10일,35.4293485161,129.3100225410,23,농산물+수산물+음식점,,,Y,Y,1992,,2024-07-22,B553077,소상공인시장진흥공단
덕신1차시장,상설장+5일장,,울산광역시 울주군 온산읍 덕신리 1280-21 덕신종합상설시장,5일+10일,36.19585782,128.3919373,36,농산물+수산물+가공식품,,,Y,N,1991,,2024-07-22,B553077,소상공인시장진흥공단
남창옹기종기시장,상설장+5일장,울산광역시 울주군 온양읍 남창장터길 24,울산광역시 울주군 온양읍 남창리 146 남창옹기종기시장,3일+8일,35.4166868628,129.2827813458,22,농산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1916,052-238-3260,2024-07-22,B553077,소상공인시장진흥공단
덕하시장(덕하공설시장),상설장+5일장,울산광역시 울주군 청량읍 덕하장터길 9 덕하시장,울산광역시 울주군 청량읍 상남리 578 덕하시장,2일+7일,36.41284982,128.1606181,57,농산물+수산물+의류+가정용품+음식점,,,Y,Y,1916,,2024-07-22,B553077,소상공인시장진흥공단
병영시장,상설장,울산광역시 중구 병영로14,울산광역시 중구 남외동 257-1 병영시장,매일,35.5705594544,129.3462927569,74,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
선우시장,상설장,울산광역시 중구 곽남14길 37,울산광역시 중구 남외동 385-3 선우시장 선화아파트,매일,35.5711900317,129.3421097275,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,,2024-07-22,B553077,소상공인시장진흥공단
신울산종합시장,상설장,울산광역시 중구 서원6길 11 반구동,울산광역시 중구 반구동 100-1,매일,35.5612379059,129.3373619211,69,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1984,,2024-07-22,B553077,소상공인시장진흥공단
반구시장,상설장,울산광역시 중구 반구정14길 13 반구동,울산광역시 중구 반구동 453-39,매일,35.5580610331,129.3442421664,86,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2012,,2024-07-22,B553077,소상공인시장진흥공단
서동시장,상설장,울산광역시 중구 동천5길 12 서동 월드빌라트,울산광역시 중구 서동 38-6 월드빌라트,매일,36.04208974,128.7874722,81,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2009,,2024-07-22,B553077,소상공인시장진흥공단
성남프라자,상설장,울산광역시 중구 중앙3길 6,울산광역시 중구 성남동 190-239 성남프라자,매일,35.5545163478,129.3175499508,131,축산물+의류+신발+가정용품,,,Y,Y,1992,052-243-5678,2024-07-22,B553077,소상공인시장진흥공단
웰컴시티,상설장,울산광역시 중구 젊음의2거리 29 성남동,울산광역시 중구 성남동 219-119,매일,35.5532845273,129.3197922559,120,의류+신발+음식점+학원  미용,,,Y,Y,2021,052-716-2560,2024-07-22,B553077,소상공인시장진흥공단
중앙전통시장,상설장,울산광역시 중구 중앙시장 2길 옥교동,울산광역시 중구 옥교동 275-4,매일,35.5551828195,129.3222936187,302,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,052-246-6660,2024-07-22,B553077,소상공인시장진흥공단
옥골시장,상설장,울산광역시 중구 중앙시장길17-7,울산광역시 중구 옥교동 125-13,매일,35.5552379267,129.3229594384,77,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2010,052-242-0015,2024-07-22,B553077,소상공인시장진흥공단
우정시장,상설장,울산광역시 중구 당산5길 10 우정동 우정시장아파트,울산광역시 중구 우정동 285-1 우정시장아파트,매일,35.99537974,128.398219,100,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1976,052-244-8222,2024-07-22,B553077,소상공인시장진흥공단
우정전통시장,상설장+5일장,울산광역시 중구 당산4길 21,울산광역시 중구 우정동 214-10,5일+10일,35.5539593281,129.3107216841,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2017,052-248-0100,2024-07-22,B553077,소상공인시장진흥공단
